Geneid1,Geneid,HD1_Blood,HD2_Blood,HD6_Blood,HD1_1H,HD2_1H,HD6_1H,HD1_2H,HD2_2H,HD6_2H,HD1_4H,HD2_4H,HD6_4H,HD1_6H,HD2_6H,HD6_6H
ENSG00000251199,AC109830.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248191,PES1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251291,LINC02462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249000,AC093722.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249847,AC104619.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251228,AC104619.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241411,AC104619.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000250144,AC104619.3,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
ENSG00000248434,AC107463.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248456,LINC02485,0,0,0,0,0,0,4,4,0,0,0,0,0,2,0
ENSG00000283432,RF00026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250834,KRT18P54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248104,TARS2P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250865,AC105362.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248330,LINC00613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207322,RNU1-89P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251492,AC104136.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261166,AC073429.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251567,AC018680.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250665,AC073429.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249311,TERF1P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279749,AC093875.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248869,LINC02511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250341,LINC02510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250813,SERF1AP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251440,STMN1P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000213448,RPS23P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000189184,PCDH18,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0
ENSG00000251632,LINC02172,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000280352,AC116563.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250126,AC116563.1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ENSG00000250777,AC131956.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000250034,AC131956.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248307,LINC00616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250033,SLC7A11-AS1,2,0,4,2,2,5,18,20,3,2,19,22,5,8,44
ENSG00000151012,SLC7A11,20,22,72,518,1306,85,2528,3302,405,2687,6406,892,3109,4238,4693
ENSG00000249091,AC093903.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248397,LINC00498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251372,LINC00499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249381,LINC00500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248305,AC105416.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248795,AC098859.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ENSG00000250977,AC098859.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250501,AC093766.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000250195,AC109927.1,2,0,2,3,0,2,0,2,2,2,1,0,0,0,0
ENSG00000250577,AC109927.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000151014,NOCT,25,64,81,84,216,76,202,269,314,178,322,304,194,177,429
ENSG00000109381,ELF2,1536,1605,1755,1628,1433,1364,1145,695,1929,526,1056,1811,504,605,1238
ENSG00000252503,RNU6-531P,4,4,5,2,2,1,0,2,2,2,1,5,0,2,10
ENSG00000240723,RN7SL382P,6,3,2,2,2,3,0,0,3,0,0,2,0,0,0
ENSG00000179967,PPP1R14BP3,16,20,53,95,192,54,253,301,45,326,265,57,325,391,278
ENSG00000276396,RF00017,3,3,0,0,4,9,0,0,0,0,0,2,0,0,2
ENSG00000265892,RN7SL311P,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0
ENSG00000207384,RF00019,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000252362,RNU6-506P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206722,RNU6-1074P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000137463,MGARP,0,0,0,2,2,0,7,2,2,11,9,0,8,4,0
ENSG00000109390,NDUFC1,47,63,51,129,266,36,439,428,74,444,402,102,497,546,384
ENSG00000164134,NAA15,47,48,48,360,867,51,1644,2197,265,1675,3780,332,2012,2488,2377
ENSG00000200520,RNU6-1214P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273247,AC097376.2,106,103,104,79,65,44,48,25,53,20,32,42,22,5,63
ENSG00000248863,AC097376.1,0,0,0,0,0,6,0,0,1,1,0,0,0,0,1
ENSG00000239005,RF01225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000172007,RAB33B,468,487,486,327,362,169,326,175,86,190,341,112,259,241,382
ENSG00000145391,SETD7,58,53,78,472,1176,133,2548,3202,364,2899,5716,455,3669,3338,2986
ENSG00000249302,FTH1P24,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0
ENSG00000272717,AC112236.2,0,0,0,6,13,2,15,29,4,10,57,12,22,31,14
ENSG00000261268,AC112236.1,0,0,0,10,4,0,7,10,4,4,11,0,15,19,2
ENSG00000085871,MGST2,65,64,64,112,164,53,251,234,44,186,304,56,261,258,291
ENSG00000201533,RN7SKP237,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ENSG00000178458,H3F3AP6,546,600,684,521,475,556,382,76,551,43,48,455,51,81,144
ENSG00000196782,MAML3,585,650,622,496,442,474,505,353,527,284,557,514,325,349,326
ENSG00000252233,RN7SKP253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250698,AC131182.1,0,0,2,0,3,2,0,0,2,0,0,2,0,0,0
ENSG00000153130,SCOC,53,48,62,226,506,28,756,1084,171,832,1896,182,1141,1289,1373
ENSG00000196951,SCOC-AS1,2,2,0,8,2,2,10,20,4,8,32,0,7,14,18
ENSG00000249754,NDUFB4P9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241923,RPL14P3,2,3,6,9,12,4,31,27,2,18,27,5,25,21,24
ENSG00000153132,CLGN,0,2,2,56,168,10,434,413,20,441,877,30,511,508,277
ENSG00000205301,MGAT4D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280262,AC093671.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000179387,ELMOD2,146,153,241,141,239,114,361,362,110,280,567,103,425,383,570
ENSG00000109424,UCP1,0,0,0,0,0,0,2,2,2,3,2,0,7,3,0
ENSG00000242102,RN7SL152P,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
ENSG00000248621,AC108019.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000109436,TBC1D9,18,25,18,116,359,22,690,754,94,677,1290,68,940,852,510
ENSG00000249661,TNRC18P1,0,0,0,0,2,0,10,6,4,4,7,0,4,6,2
ENSG00000207155,RNY1P14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248335,AC096733.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273472,AC096733.2,0,0,0,2,14,2,16,6,0,11,22,4,8,16,2
ENSG00000222613,RF00019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000170153,RNF150,0,0,0,0,0,0,3,5,0,2,2,0,2,0,3
ENSG00000109445,ZNF330,95,119,119,148,363,66,474,746,155,497,1326,148,645,732,818
ENSG00000248747,AC107220.1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248810,LINC02432,6,2,0,2,8,0,0,2,0,6,4,0,5,6,0
ENSG00000250189,AC097504.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272632,AC097504.2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
ENSG00000250141,LINC02276,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ENSG00000164136,IL15,28,20,14,47,62,4,72,49,6,68,49,17,48,59,70
ENSG00000109452,INPP4B,65,98,33,212,457,53,852,1293,104,857,2138,117,1175,1125,1386
ENSG00000242134,RPL5P13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250835,LSM3P4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251248,AC139720.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249806,AC139720.1,0,2,0,4,3,0,4,0,0,1,4,0,1,6,0
ENSG00000250326,AC104596.1,0,0,0,2,5,0,14,9,0,3,4,2,6,5,0
ENSG00000251300,AC104596.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000170185,USP38,483,486,512,515,652,512,865,902,337,742,1400,339,891,984,1206
ENSG00000250969,AC097658.2,0,0,0,0,0,0,0,1,0,4,4,0,8,4,0
ENSG00000200049,RF00019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000109458,GAB1,551,598,780,566,536,453,504,354,400,252,687,75,354,394,379
ENSG00000265623,MIR3139,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000228981,AC097658.1,0,2,6,2,3,0,4,0,2,2,0,0,1,2,0
ENSG00000243175,RPSAP36,12,12,12,6,6,12,8,4,8,0,2,0,0,4,0
ENSG00000250540,AC104685.1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0
ENSG00000153147,SMARCA5,752,801,837,1202,1898,867,3307,3634,1188,3001,6804,766,3295,3689,2458
ENSG00000245112,SMARCA5-AS1,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0
ENSG00000248924,AC139713.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236296,GUSBP5,2,4,0,4,0,0,2,0,0,2,2,0,2,0,0
ENSG00000183090,FREM3,0,0,0,0,0,0,0,3,0,0,2,0,2,0,0
ENSG00000246448,ENSG00000246448,0,1,0,2,4,0,0,0,0,0,0,0,0,0,0
ENSG00000250345,AC104090.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197465,GYPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249741,AC093890.1,0,0,0,0,2,2,0,3,1,2,10,0,0,2,0
ENSG00000251600,AC139713.2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000248828,ENSG00000248828,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000250361,GYPB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000170180,GYPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261129,AC106871.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250504,KRT18P51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248890,HHIP-AS1,0,0,0,0,2,0,0,2,0,2,1,0,7,1,2
ENSG00000164161,HHIP,0,0,0,1,1,0,0,6,0,0,0,0,0,0,4
ENSG00000273621,RF02271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249193,HSPD1P5,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
ENSG00000250406,AC109811.1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
ENSG00000251452,AC109811.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000164162,ANAPC10,18,18,5,38,111,11,115,155,28,123,312,47,159,170,161
ENSG00000222594,RN7SKP235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000164163,ABCE1,34,69,19,359,892,41,1704,2188,308,1856,4457,446,2201,2735,3315
ENSG00000164164,OTUD4,264,306,221,464,810,193,1392,1643,258,1272,3083,353,1405,1696,1810
ENSG00000238713,RF00019,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0
ENSG00000240992,RPS23P4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272727,LINC02266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251333,RTN3P1,127,141,147,135,137,144,129,73,102,71,120,109,77,95,78
ENSG00000278943,AC079228.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248745,NMNAT1P4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000170365,SMAD1,0,2,4,21,48,3,111,184,15,161,283,20,179,161,105
ENSG00000250582,SMAD1-AS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250902,SMAD1-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248686,LINC02491,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ENSG00000151611,MMAA,0,6,0,21,62,5,112,157,8,121,279,22,164,179,198
ENSG00000249245,NCOA4P3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,4
ENSG00000248356,AC093864.1,0,2,0,0,0,0,0,0,2,1,0,0,0,0,2
ENSG00000237136,C4orf51,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
ENSG00000151612,ZNF827,32,19,10,66,201,15,407,485,26,421,704,22,422,474,207
ENSG00000279481,AC104791.2,0,0,0,0,2,0,2,1,2,2,0,0,4,2,0
ENSG00000251687,AC104791.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000201314,RF00019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260303,AC108206.1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
ENSG00000251024,AC097372.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248809,LINC01095,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0
ENSG00000164167,LSM6,36,56,55,74,152,63,213,244,61,208,468,52,246,294,349
ENSG00000279845,AC097372.3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5
ENSG00000250673,REELD1,7,10,12,16,2,4,13,2,2,22,5,4,4,16,21
ENSG00000280250,AC097372.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000251010,AC097372.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000120519,SLC10A7,12,10,12,34,60,9,116,152,25,142,282,60,175,137,418
ENSG00000278438,MIR7849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207182,RNU1-44P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000151615,POU4F2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
ENSG00000137473,TTC29,0,0,0,0,2,0,2,6,0,2,3,0,4,8,1
ENSG00000248764,AC092435.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248346,AC092435.1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2
ENSG00000260090,AC092435.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279376,AC092435.4,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0
ENSG00000221369,MIR548G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241281,AC010683.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249004,PRMT5P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000151617,EDNRA,0,0,0,4,36,2,60,121,14,36,182,12,57,126,129
ENSG00000280219,AC093908.1,0,0,0,4,18,0,14,24,0,16,69,6,27,42,17
ENSG00000251254,GTF2F2P1,0,0,1,0,2,0,4,0,1,0,0,0,2,0,1
ENSG00000251688,LINC02507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251298,AC093835.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000164168,TMEM184C,192,259,207,329,547,161,963,1094,292,1022,2015,323,1164,1282,1243
ENSG00000164169,PRMT9,53,63,47,71,188,51,172,283,96,179,301,32,152,238,233
ENSG00000071205,ARHGAP10,21,20,16,168,339,36,632,791,65,688,1224,106,768,830,576
ENSG00000252951,RNA5SP165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000264274,MIR4799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240014,RN7SL254P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270387,AC115621.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000151623,NR3C2,26,34,9,78,162,18,317,547,32,336,818,32,354,444,124
ENSG00000250354,AC069272.1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ENSG00000251418,ASS1P8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000201846,RNA5SP166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250357,AC108935.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225176,ATP5MGP4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279016,AC093648.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249317,AC002460.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239168,RNU7-197P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249752,AC108156.1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
ENSG00000250252,LINC02430,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ENSG00000248210,LINC02355,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
ENSG00000234828,IQCM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250905,AC093893.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251482,AKIRIN2P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000202331,RNA5SP167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207121,RNU6-1230P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250704,AC105343.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000170390,DCLK2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0
ENSG00000238721,RNU7-194P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198589,LRBA,150,174,78,463,889,102,1992,2558,346,2246,4353,372,2757,2854,2476
ENSG00000248521,AC092612.1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ENSG00000249690,AC110813.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000181541,MAB21L2,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0
ENSG00000183432,ZBTB8OSP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252451,RNA5SP168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235606,AK4P6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000145425,RPS3A,1030,1244,1071,2274,5267,772,7091,9232,1367,8877,13189,2073,9790,10864,10421
ENSG00000201264,SNORD73B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000109686,SH3D19,0,0,4,307,857,19,1490,2211,149,1703,5090,181,2100,2648,1485
ENSG00000208797,SNORD73A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270681,AC095055.1,2,0,0,10,25,2,33,23,11,23,47,13,29,16,52
ENSG00000249012,AC104819.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
ENSG00000189099,PRSS48,0,0,0,0,0,0,0,2,0,0,0,0,1,0,3
ENSG00000250350,AC104819.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000252544,RNU6-1282P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270265,AC104819.3,0,0,0,4,3,2,11,12,0,9,31,1,15,13,12
ENSG00000251611,FAM160A1-DT,0,0,0,4,7,0,7,8,8,6,35,2,13,18,11
ENSG00000164142,FAM160A1,0,2,8,71,187,17,371,590,68,446,882,316,514,525,505
ENSG00000253019,RN7SKP35,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ENSG00000251603,AC092611.2,0,0,0,3,13,1,24,30,3,25,30,5,25,26,25
ENSG00000278978,AC092611.3,0,0,6,5,23,2,33,61,11,49,64,21,67,55,73
ENSG00000059691,GATB,2,17,14,66,148,6,334,373,44,363,509,50,405,348,336
ENSG00000251455,AC092611.1,0,0,2,0,5,0,7,11,0,6,12,6,11,13,15
ENSG00000249184,AC107074.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000249708,AC112242.1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ENSG00000249818,AC097375.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248991,AC097375.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000251249,AC097375.3,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0
ENSG00000253077,RNA5SP169,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000245954,LINC02273,32,16,5,8,16,6,2,6,4,11,6,2,6,2,6
ENSG00000250706,AC079340.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251377,AC079340.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244544,RN7SL446P,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270302,AC080078.1,0,0,0,0,2,1,0,3,3,0,0,0,2,0,1
ENSG00000270883,AC080078.2,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0
ENSG00000270750,ENSG00000270750,0,2,0,0,0,2,6,3,0,0,2,2,0,0,0
ENSG00000109670,FBXW7,667,715,751,645,701,692,756,545,1225,436,868,849,492,526,676
ENSG00000270751,FBXW7-AS1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1
ENSG00000264678,MIR3140,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268471,MIR4453HG,18,26,47,15,57,45,50,86,77,44,110,90,41,85,98
ENSG00000283792,MIR4453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243417,AC023424.2,16,16,36,24,14,22,6,4,7,1,0,7,5,6,0
ENSG00000240669,AC023424.1,2,11,6,6,2,20,2,0,8,0,0,4,0,0,2
ENSG00000170006,TMEM154,9533,11340,13183,6835,5919,9405,4155,1219,7963,768,1868,10091,787,1059,4445
ENSG00000248571,AC106882.1,0,12,13,5,4,17,0,0,11,0,0,7,0,0,4
ENSG00000169989,TIGD4,6,14,2,4,6,6,2,12,8,8,12,7,14,8,17
ENSG00000164144,ARFIP1,628,769,1123,707,890,800,1152,1115,1409,909,1947,2285,1135,1259,1783
ENSG00000250980,AC113155.1,0,2,4,0,2,0,0,1,0,0,0,2,0,0,0
ENSG00000231841,FAM192BP,4,5,15,10,13,6,27,1,14,8,9,9,3,1,21
ENSG00000137460,FHDC1,146,176,287,212,321,132,297,501,91,325,592,303,347,477,728
ENSG00000249022,AC093599.1,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0
ENSG00000109654,TRIM2,6,4,2,254,493,35,1066,1394,169,1313,2683,254,1706,1564,2533
ENSG00000252030,RNU6-1196P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000201786,RF00019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000213406,ANXA2P1,2,6,0,0,16,2,14,14,2,29,16,2,15,32,15
ENSG00000121211,MND1,0,0,0,14,45,0,38,94,12,80,245,20,60,113,81
ENSG00000243883,RN7SL419P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000121210,TMEM131L,1193,1413,1137,1578,1531,924,1341,775,692,616,1257,450,525,604,890
ENSG00000250771,AC106865.1,20,15,7,16,10,92,12,11,189,5,6,425,0,11,128
ENSG00000248208,WDR45P1,0,0,2,4,4,17,3,0,8,0,0,11,0,2,3
ENSG00000137462,TLR2,9502,9300,12508,8091,6467,13924,4863,1229,32747,379,968,57717,533,740,14397
ENSG00000145428,RNF175,229,230,440,307,208,318,154,14,479,6,6,930,4,8,266
ENSG00000249309,AC020703.1,9,18,11,12,10,24,8,2,23,0,0,50,0,0,13
ENSG00000145423,SFRP2,0,0,4,2,0,2,0,0,0,0,0,2,0,0,2
ENSG00000280241,AC079298.3,0,0,0,0,2,0,0,4,0,0,3,0,2,0,0
ENSG00000197410,DCHS2,0,0,0,2,2,0,8,4,0,5,12,0,4,2,4
ENSG00000278981,AC079298.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280005,AC079298.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249200,AC110775.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000250609,AC110753.1,0,0,0,0,2,0,2,0,0,2,0,0,4,0,2
ENSG00000171566,PLRG1,138,167,141,439,1081,114,1828,2433,271,2045,3124,448,2370,2703,2402
ENSG00000200350,RNU6-1285P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000248611,AC107385.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000171564,FGB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000171560,FGA,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000171557,FGG,0,0,0,0,0,0,0,2,0,0,8,0,8,10,4
ENSG00000121207,LRAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249074,NDUFB2P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249041,AC009567.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249692,AC009567.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000151962,RBM46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000222582,RNU2-66P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252604,RNU2-44P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250910,AC097467.3,0,2,0,0,0,0,0,0,2,0,2,0,2,0,6
ENSG00000250538,AC104407.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000185149,NPY2R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249924,AC097467.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000164114,MAP9,10,8,6,57,107,5,229,298,59,253,512,71,336,244,480
ENSG00000250205,YWHAEP4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
